id,name,locality,city,cuisines,establishment,average_cost_for_two,all_reviews_count,photo_count,has_table_booking,has_online_delivery,aggregate_rating,votes,timings
16555313,Porto Fluviale,Ostiense,Roma,"Pizza, Roman, Grill, Mediterranean",Casual Dining,50,88,939,0,0,4.4,119,"10:30 to 02:00 (Mon, Tue, Wed, Thu, Sun), 10:30 to 03:00 (Fri-Sat)"
16554842,Roscioli,Campo de' Fiori,Roma,"Roman, Italian",Casual Dining,70,33,377,0,0,4.6,78,"12:30 to 16:00, 19:00 to 24:00 (Mon-Sat),Closed (Sun)"
16556495,Baguetteria del Fico,Navona - Pantheon,Roma,Panini,Quick Bites,30,8,295,0,0,3.9,8,"10:00 to 21:00 (Mon),10:00 to 02:00 (Tue-Sat),10:00 to 01:00 (Sun)"
16556120,Kilo - Funny Burger,Salario,Roma,"Burger, Grill, Italian",Casual Dining,50,65,340,0,0,4.5,87,"07:30 to 15:00, 19:00 to 02:00 (Mon-Sun)"
16550354,Fatto in Casa,Navona - Pantheon,Roma,"Roman, Grill, Italian",Casual Dining,60,36,143,0,0,4.5,65,11:00 to 23:30 (Mon-Sun)
16555782,PanDivino,Campo de' Fiori,Roma,"Panini, Tapas",Quick Bites,15,4,432,0,0,3.8,5,"12:00 a 16:00 (Lun, Dom), Chiuso (Mar),12:00 a 20:00 (Mer-Ven),12:00 a 21:00 (Sab)"
16553305,Sant'Eustachio il Caffè,Navona - Pantheon,Roma,"Cafe, Desserts",Bar - Caffe,15,64,369,0,0,4.8,94,"07:30 to 01:00 (Mon-Thu),07:30 to 01:30 (Fri),08:00 to 02:00 (Sat),08:00 to 01:00 (Sun)"
16556270,Ristorante 21 - Hotel Mediterraneo,"Hotel Mediterraneo, Esquilino - Termini",Roma,Italian,Fine Dining,80,0,205,0,0,0,3,"12:00 to 15:00, 19:00 to 23:30 (Mon-Sun)"
16548557,Mò Mò Republic,Gianicolense,Roma,"Pizza, Italian",Casual Dining,60,78,635,0,0,4.3,104,10:00 to 02:00 (Mon-Sun)
16556243,Pinsa Re,Quartiere Africano,Roma,Pizza,Quick Bites,20,1,211,0,0,0,2,"10:00 to 22:00 (Mon),10:00 to 15:30 (Tue-Sat),17:30 to 22:00 (Sun)"
16551181,Itoya,Salario,Roma,"Sushi, Japanese, Chinese, Asian",Casual Dining,40,26,158,0,0,4.2,33,"12:00 to 15:00, 19:00 to 24:00 (Mon-Sun)"
16552039,Pompi Il Regno del Tiramisù,Re di Roma,Roma,"Cafe, Ice Cream, Desserts, Tavola Fredda",Dessert Parlour,15,75,1386,0,0,4.5,103,"Closed (Mon),07:00 to 01:00 (Tue, Wed, Thu, Sun), 07:00 to 02:00 (Fri-Sat)"
17759638,Pastificio Guerra,Spagna,Roma,Italian,Quick Bites,10,46,116,0,0,4.6,76,13:00 to 21:30 (Mon-Sun)
16556358,Numbs Le Bistro,Quartiere Trieste,Roma,"French, Italian",Casual Dining,60,11,169,0,0,3.3,18,"12:30 to 15:30, 19:30 to 01:30 (Mon, Tue, Wed, Thu, Sun), 12:30 to 15:30, 19:30 to 02:00 (Fri-Sat)"
16548126,Mizzica,Bologna,Roma,"Cafe, Desserts, Sicilian",Dessert Parlour,10,95,206,0,0,4.6,118,06:30 to 24:00 (Mon-Sun)
16555487,Porto,Prati,Roma,"Seafood, Fish and Chips, Modern European",Casual Dining,50,59,80,0,0,4.5,77,"12:30 to 15:00, 19:30 to 23:30 (Mon-Sun)"
16555470,Il Gianfornaio,Prati,Roma,"Cafe, Desserts, Pizza, Tavola Fredda, Tavola Calda",Bar - Caffe,20,29,200,0,0,4.4,43,"07:30 to 20:30 (Mon-Sat),09:00 to 20:00 (Sun)"
16551823,Pizza Loft,Re di Roma,Roma,Pizza,Quick Bites,15,4,181,0,0,3.5,5,"11:30 to 22:30 (Mon-Sat),18:00 to 22:30 (Sun)"
16555274,La Romana,Ostiense,Roma,"Ice Cream, Crepes, Desserts",Dessert Parlour,6,93,116,0,0,4.6,107,11:30 to 00:30 (Mon-Sun)
16555769,Freni e Frizioni,Trastevere,Roma,Finger Food,Cocktail Bar,20,65,331,0,0,4.4,85,18:30 to 02:00 (Mon-Sun)
16552730,Meeting Place,Bologna,Roma,"Cafe, Tavola Calda, Tavola Fredda",Bar - Caffe,10,104,118,0,0,3.9,112,"07:00 to 02:00 (Mon, Tue, Wed, Thu, Sun), 07:00 to 03:00 (Fri-Sat)"
16554583,Bir & Fud,Trastevere,Roma,"Pizza, Burger, Italian",Casual Dining,50,45,393,0,0,4.5,79,12:30 to 02:00 (Mon-Sun)
16551159,Bakery House,Quartiere Africano,Roma,"Cafe, Desserts, Burger, American",Quick Bites,20,62,3931,0,0,4.3,79,"08:00 to 23:00 (Mon-Thu),09:30 to 24:00 (Fri-Sun)"
16555524,Likeat,Campo de' Fiori,Roma,Panini,Quick Bites,15,4,180,0,0,3.7,6,"10:00 to 18:00 (Mon-Fri),Closed (Sat),10:00 to 16:00 (Sun)"
16554719,Vecchia Roma,Esquilino - Termini,Roma,"Roman, Italian",Casual Dining,50,33,304,0,0,4.5,63,"12:30 to 15:00, 19:00 to 23:00 (Mon-Sat),Closed (Sun)"
16548322,Bread & Break,Fontana di Trevi,Roma,Panini,Bakery,10,0,160,0,0,0,1,08:00 to 19:00 (Mon-Sun)
16555791,Osteria Da Fortunata,Campo de' Fiori,Roma,"Roman, Italian",Osteria,60,24,381,0,0,4.6,57,12:00 to 01:00 (Mon-Sun)
16554985,La Base,Monti,Roma,"Steak, Roman, Pizza",Pub,50,30,58,0,0,4.5,61,12:00 to 04:30 (Mon-Sun)
16552652,Antico Caffé Greco,Spagna,Roma,"Cafe, Tavola Fredda",Bar - Caffe,40,36,76,0,0,4.7,60,09:00 to 21:00 (Mon-Sun)
16554047,Alice Pizza,Navona - Pantheon,Roma,Pizza,Quick Bites,15,28,125,0,0,4.4,39,10:00 to 22:00 (Mon-Sun)
16552865,Luzzi,Colosseo,Roma,"Roman, Pizza, Seafood, Italian",Trattoria,50,26,40,0,0,4.4,58,12:00 to 24:00 (Mon-Sun)
16555760,Ivo a Trastevere,Trastevere,Roma,"Pizza, Roman, Italian",Casual Dining,50,36,42,0,0,4.6,72,"17:00 to 01:00 (Mon-Sat),12:00 to 16:00, 17:00 to 01:00 (Sun)"
16553154,Gelateria della Palma,Navona - Pantheon,Roma,"Ice Cream, Cafe",Ice Cream Shop,10,37,719,0,0,4.5,53,08:30 to 24:00 (Mon-Sun)
16553771,Palazzo del Freddo - Giovanni Fassi,Esquilino - Termini,Roma,"Ice Cream, Desserts, Cafe",Ice Cream Shop,6,49,538,0,0,4.3,73,"12:00 to 22:00 (Mon-Thu),12:00 to 00:30 (Fri-Sat),10:00 to 22:00 (Sun)"
18149364,Stazione 38,Marconi,Roma,"Cafe, Roman, Italian",Casual Dining,50,26,110,0,0,4.4,39,"07:00 to 02:00 (Mon-Sat),17:00 to 02:00 (Sun)"
16555441,Felice a Testaccio,Testaccio,Roma,"Roman, Italian",Trattoria,80,35,237,0,0,4.5,64,"12:30 to 15:00, 19:30 to 23:30 (Mon-Sun)"
16555577,T Bar,Ostiense,Roma,"Roman, Pizza, Burger, Italian",Bistro,30,61,233,0,0,4.3,81,"08:00 to 02:00 (Mon, Tue, Wed, Thu, Sun), 10:00 to 03:00 (Fri-Sat)"
16554873,Trapizzino,Testaccio,Roma,"Street Food, Roman",Quick Bites,10,33,172,0,0,4.6,58,"Closed (Mon),12:00 to 01:00 (Tue-Sun)"
16548152,Necci,Pigneto,Roma,"Cafe, Italian, Desserts",Casual Dining,50,38,59,0,0,4.3,57,08:00 to 02:00 (Mon-Sun)
18017771,TED (Lobster & Burger),Prati,Roma,"Burger, Seafood",Casual Dining,65,26,84,0,0,4.1,29,12:00 to 02:00 (Mon-Sun)
16556403,Queen Makeda,Aventino - Circo Massimo,Roma,"Fusion, Burger, Asian, Italian",Pub,40,35,150,0,0,4.2,44,"12:00 to 15:00, 18:00 to 02:00 (Mon-Sat),12:30 to 15:30, 18:00 to 02:00 (Sun)"
16553673,Maharajah,Monti,Roma,Indian,Casual Dining,60,36,35,0,0,4.4,62,"12:00 to 15:00, 19:00 to 23:00 (Mon-Sun)"
16554679,Panella,Esquilino - Termini,Roma,"Cafe, Bakery, Desserts, Italian",Café,20,34,72,0,0,4.3,53,08:00 to 23:00 (Mon-Sun)
16556570,Sushisen,Testaccio,Roma,"Sushi, Japanese, Asian",Casual Dining,50,23,207,0,0,4.4,36,"Closed (Mon),12:30 to 14:30, 19:30 to 23:00 (Tue-Sun)"
16553728,L'Antica Birreria Peroni,Fontana di Trevi,Roma,"Burger, German, Roman, Italian",Casual Dining,60,28,118,0,0,4.3,51,"12:00 to 24:00 (Mon-Sat),Closed (Sun)"
16556414,Pizzarium,Trionfale,Roma,"Street Food, Pizza",Quick Bites,20,37,1282,0,0,4.6,52,"11:00 to 22:00 (Mon-Sat),12:00 to 16:00, 18:00 to 22:00 (Sun)"
16556797,Pastasciutta,Borgo,Roma,"Home-made, Italian",Quick Bites,10,29,74,0,0,4.5,48,10:30 to 18:30 (Mon-Sun)
16556150,Pizzeria ai Marmi,Trastevere,Roma,"Pizza, Roman",Pizzeria,50,39,231,0,0,4.2,60,"19:00 to 02:00 (Mon, Tue, Thu, Fri, Sat, Sun), Closed (Wed)"
16553594,Krishna 13,Esquilino - Termini,Roma,Indian,Casual Dining,40,29,84,0,0,4.2,49,"11:00 to 15:30, 19:00 to 23:30 (Mon-Sun)"
16555308,Doppiozeroo,Ostiense,Roma,"Cafe, Pizza, Tavola Calda, Italian",Bistro,65,49,285,0,0,4.4,66,"07:00 to 01:30 (Mon-Sat),12:30 to 01:30 (Sun)"
17759043,Da Simo Pane e Vino,Navona - Pantheon,Roma,Panini,Quick Bites,20,5,124,0,0,3.8,9,"11:00 to 21:00 (Mon, Tue, Wed, Thu, Sun), 11:00 to 23:00 (Fri-Sat)"
16553845,Da Enzo al 29,Trastevere,Roma,"Roman, Italian",Casual Dining,50,26,218,0,0,4.5,55,"12:30 to 15:00, 19:30 to 23:00 (Mon-Sat),Closed (Sun)"
16549853,Cul de Sac,Navona - Pantheon,Roma,Italian,Casual Dining,40,27,361,0,0,4.6,54,12:00 to 00:30 (Mon-Sun)
16555005,Gusto,Spagna,Roma,"Pizza, Burger, Italian",Casual Dining,70,38,31,0,0,4.2,56,12:00 to 23:00 (Mon-Sun)
16554241,La Prosciutteria,Fontana di Trevi,Roma,Tavola Fredda,Casual Dining,40,24,699,0,0,4.5,47,11:30 to 23:30 (Mon-Sun)
16551915,Come Il Latte,Veneto,Roma,"Ice Cream, Crepes, Desserts",Ice Cream Shop,6,36,253,0,0,4.5,56,"11:00 to 24:00 (Mon-Thu),11:00 to 01:00 (Fri-Sat),12:00 to 24:00 (Sun)"
16556116,C1b0,Monte Sacro,Roma,"Burger, American",Bistro,40,37,173,0,0,4.3,50,12:30 to 02:00 (Mon-Sun)
16549140,La Pergola - Rome Cavalieri,"Rome Cavalieri, Trionfale",Roma,"Haute Cuisine, Italian",Fine Dining,300,16,68,0,0,4.4,31,"Closed (Mon, Sun), 19:30 to 23:30 (Tue-Sat)"
16551780,Bar Celestino,San Lorenzo,Roma,"Cafe, Tavola Fredda",Bar - Caffe,10,61,45,0,0,4.3,65,06:30 to 01:00 (Mon-Sun)
16555292,Maranega,Campo de' Fiori,Roma,"Cafe, Pizza, Roman, Italian",Casual Dining,50,22,70,0,0,4.2,27,08:00 to 02:00 (Mon-Sun)
16554302,Nonna Betta,Ghetto,Roma,"Jewish, Roman, Italian, Middle Eastern",Casual Dining,60,21,102,0,0,4.4,41,"12:00 to 23:00 (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)"
16551093,Tre Scalini,Navona - Pantheon,Roma,"Roman, Ice Cream, Cafe, Italian",Casual Dining,70,26,396,0,0,4.5,32,11:00 to 23:00 (Mon-Sun)
16554645,That's Amore,Fontana di Trevi,Roma,"Pizza, Roman, Seafood, Italian",Casual Dining,70,24,166,0,0,4.4,47,12:00 to 24:00 (Mon-Sun)
16551782,Old Bridge,Prati,Roma,Ice Cream,Ice Cream Shop,6,35,299,0,0,4.3,53,"09:00 to 24:00 (Mon-Sat),14:00 to 02:00 (Sun)"
16556252,Said,San Lorenzo,Roma,"Desserts, Italian",Bistro,60,27,48,0,0,4.4,40,"10:00 to 00:30 (Mon-Thu),10:00 to 01:30 (Fri-Sat),Closed (Sun)"
16549280,100 Montaditos,Farnesina,Roma,"Panini, Spanish",Casual Dining,20,42,937,0,0,4.3,46,11:00 to 24:00 (Mon-Sun)
16553285,Oppio Caffè,Colosseo,Roma,"Cafe, Burger, American, Italian",Café,10,28,141,0,0,4.2,46,07:00 to 02:00 (Mon-Sun)
17877644,We Food - Eat Love Drink,Policlinico,Roma,"Steak, BBQ, Burger",Casual Dining,40,18,70,0,0,4.5,24,"Closed (Mon),11:00 to 02:00 (Tue-Sun)"
